season,episode,character,line
S04,E13,Kathy, Oh wow. I really wish you’d call me.
S04,E13,Chandler," Yeah, I know, I-I wish I had too, but y’know I-I think this is a good thing. Y'know? ‘Cause we’ve had our first fight, and now we can move on. Y’k"
S04,E13,Kathy, Yeah.
S04,E13,Chandler," Yeah. Well, I think our second fight is going to be a big one!"
S04,E13,Joey," Okay, for next time, what do you say?"
S04,E13,Rachel," I have an extra ticket. An extra ticket. Not, two tickets, I have an extra ticket."
S04,E13,Ross," So the first time you ask a guy out, he-he turns you down?"
S04,E13,Rachel," He didn’t turn me down! He’s at the game isn’t he? I got the date, I’m just not on it!"
S04,E13,Monica," (entering) Okay, it’s ready. Come on."
S04,E13,Joey, What’s ready?
S04,E13,Monica, Just come.
S04,E13,Ross, Oh my God!
S04,E13,Rachel, Wow! Monica!
S04,E13,Phoebe, Great!
S04,E13,Ross, This is beautiful!
S04,E13,Phoebe, Oh did you—what did you—did you work for two days straight?
S04,E13,Monica," Pretty much. (to Joey) So, what do you, what do you think of the floor?"
S04,E13,Joey," I don’t know, it looks the same."
S04,E13,Monica, You used to have carpet.
S04,E13,Joey, Oh yeah!
S04,E13,Monica," So I made snacks. Please, just hang out okay? I’m just gonna rest my eyes just a little bit."
S04,E13,Ross," Look, Mon, do you want us to uh, come back later?"
S04,E13,Monica," Oh no-no-no, stay, stay, stay, just keep talking. I’m always the hostess."
S04,E13,Ross, Hey!
S04,E13,Joey, How’d it go?
S04,E13,Chandler," Well, she wasn’t sleeping with him."
S04,E13,Phoebe, Oh good!
S04,E13,Chandler, She is now.
S04,E13,Ross, What are you saying?
S04,E13,Chandler," I’m saying that she… is a devil woman! Y’know I mean you think you know someone and then they turn around and they sleep with Nick! Nick, with his"
S04,E13,Phoebe, How? How is your fault?
S04,E13,Chandler," Because, I-I should’ve called! Y’know if I had just called her after our big, stupid fight, she never would’ve gone out with Nick, and they would’"
S04,E13,Rachel," Honey, this is not your fault, just because you guys had a fight, it does not justify her sleeping with someone."
S04,E13,Ross," Well, if-if she thought they were on a break…"
S04,E13,Rachel, Really?
S04,E13,Rachel, Yes! I will! Absolutely! (She takes out his license and her license and holds them face to face with each other. She then proceeds to act like Dark
S01,E15,Rachel, (to Joey) Coffee. (Hands it to him.)
S01,E15,Joey, Thank you.
S01,E15,Rachel, (to Ross) Cappuccino. (Hands it to him.)
S01,E15,Ross, Grazie.
S01,E15,Rachel, And a nice hot cider for Monica. (Hands it to her.)
S01,E15,Monica," Aww, thank you. (Notices something.) Uh Rach?"
S01,E15,Rachel, Yeah?
S01,E15,Monica, Why does my cinamon stick have an eraser?
S01,E15,Rachel," Oh! That's why. (Rachel checks behind her ear, and finds a cinamon stick.) I'm sorry!"
S01,E15,Chandler," Mrs. Tedlock. You're looking lovely today. And may I say, that is a very flattering sleeve length on you."
S01,E15,Chandler," Oh, listen. If this is about those prank memos, I had nothing to do with them. Really. Nothing at all. Really. (Chandler tries to hide a rubber chicken from the woman.) Nothing."
S01,E15,Phoebe," Hey you guys! Chandler's coming and he says he has, like, this incredible news, so when he gets here, we could all act like, you know..."
S01,E15,Chandler, Hey!
S01,E15,Phoebe, Never mind. But it was going to be really good.
S01,E15,Ross, What's going on?
S01,E15,Chandler," So, it's a typical day at work. I'm inputting my numbers, and big Al calls me into his office and tells me he wants to make me processing supervisor."
S01,E15,Chandler, So.... I quit.
S01,E15,Chandler, Why? This was supposed to be a temp job!
S01,E15,Monica," Yeah, Chandler... you've been there for five years."
S01,E15,Chandler," If I took this promotion, it'd be like admitting that this is what I actually do."
S01,E15,Phoebe, So was it a lot more money?
S01,E15,Chandler, It doesn't matter. I just don't want to be one of those guys that's in his office until twelve o'clock at night worrying about the WENUS.
S01,E15,Rachel, ... the WENUS?
S01,E15,Chandler, Weekly Estimated Net Usage Systems. A processing term.
S01,E15,Rachel, (sarcastic) Oh. That WENUS.
S01,E15,Joey, So what're you going to do?
S01,E15,Chandler, I don't know. That's the thing. I don't know what I want to do. I just know I'm not going to figure it out working there.
S01,E15,Phoebe," Oooh! I have something you can do! I have this new massage client... Steve? (pause) Anyway, he's opening up a restaurant and he's looking for a head chef."
S01,E15,Monica, (taps Phoebe on her shoulder) Um... hi there.
S01,E15,Phoebe," Hi! (turns back to Chandler, then to Monica) Oh, yeah, no, I know. You're a chef. I know, and I thought of you first, but um, Chandler's the one who needs a job right now, so...."
S01,E15,Chandler, Yeah... I just don't have that much cheffing experience. Unless it's an all-toast restaurant.
S01,E15,Phoebe," (to Monica's tapping) Yeah, yeah!"
S01,E15,Monica," Well, what kind of food is he looking for?"
S01,E15,Phoebe," Well, he wants to do some ecclectic, so he's looking for someone who can, you know, create the entire menu."
S01,E15,Monica, (excited) Oh my God!
S01,E15,Phoebe," Yeah, I know! (turns to Chandler) So, what do you think?"
S01,E15,Chandler," Thanks, Phoebe. But I just don't really see myself in a big white hat."
S01,E15,Phoebe, OK. (pause) Oh Monica! Guess what!
S01,E15,Chandler, Can you see my nipples through this shirt?
S01,E15,Rachel," No. But don't worry, I'm sure they're still there."
S01,E15,Phoebe," Where are you going, Mr. Suity-Man?"
S01,E15,Chandler," Well, I have an appointment to see Dr. Robert Pillman, career counselor a-gogo. (pause) I added the ""a-gogo."""
S01,E15,Rachel, Career counselor?
S01,E15,Chandler," Hey, you guys all know what you want to do."
S01,E15,Rachel, I don't!
S01,E15,Chandler," Hey, you guys in the living room all know what you want to do. You know, you have goals. You have dreams. I don't have a dream."
S01,E15,Ross," Ah, the lesser-known ""I don't have a dream"" speech."
S01,E15,Monica," Oh, I love my life, I love my life!"
S01,E15,Phoebe, Ooh! Brian's Song!
S01,E15,Rachel, The meeting with the guy went great?
S01,E15,Monica," So great! He showed me where the restaurant's going to be. It's this, it's this cute little place on 10th Street. Not too big, not too small. Just right."
S01,E15,Chandler, Was it formerly owned by a blonde woman and some bears?
S01,E15,Monica," So anyway, I'm cooking dinner for him Monday night. You know, kind of like an audition. And Phoebe, he really wants you to be here, which will be great for me because then you can"
S01,E15,Rachel, What are you going to make?
S01,E15,Phoebe, (as though Rachel wasn't paying attention) Yummy noises.
S01,E15,Rachel," (pause) And Monica, what are you going to make?"
S01,E15,Monica, I don't know. I don't know. It's just going to be so great!
S01,E15,Phoebe," Ooh! I know what you could make! (runs over to join Monica and Rachel in the kitchen) I know! Oh, you should definitely make that thing... you know, with the stuff? (Monica doesn'"
S01,E15,Ross," Hey guys, does anybody know a good date place in the neighborhood?"
S01,E15,Joey," How about Tony's? If you can finish a 32-ounce steak, it's free."
S01,E15,Ross," OK, ahem, hey, does anybody know a good place if you're not dating a puma?"
S01,E15,Chandler, Who are you going out with?
S01,E15,Phoebe," Oh, is this the bug lady?"
S01,E15,Rachel," (trying to sound like a bug) Bzzzz.... I love you, Ross."
S01,E15,Ross, Her name is Celia. She's not a bug lady. She's curator of insects at the museum.
S01,E15,Rachel, So what are you guys going to do?
S01,E15,Ross," Oh, I just thought we could go out to dinner, and then maybe bring her back to my place and I'd introduce her to my monkey."
S01,E15,Chandler, And he's not speaking metaphorically.
S01,E15,Joey," (aside to Ross) So.... back to your place...you thinking, maybe... (gestures with hands, back and forth) huh-huh?"
S01,E15,Ross," Well, I don't know.... (gestures) huh-huh.... but I'm hoping (gestures) huh-huh."
S01,E15,Joey," I'm telling you, that monkey is a chick magnet! She's going to take one look at his furry, cute little face and it'll seal the deal."
S01,E15,Ross," Celia, don't worry!  Don't scream!  He's not going to hurt you! Soothing tones, Celia. Soothing tones! Marcel..."
S01,E15,Ross, Alright... (lifts Marcel away)
S01,E15,Monica," (to Joey) OK, try this salmon mousse."
S01,E15,Joey, (tasting) Mmmm. Good.
S01,E15,Monica, Is it better than the other salmon mousse?
S01,E15,Joey, It's creamier.
S01,E15,Monica," Yeah, well, is that better?"
S01,E15,Joey," I don't know. We're talking about whipped fish, Monica. I'm just happy I'm keeping it down, y'know?"
S01,E15,Rachel, My God! What happened to you?
S01,E15,Chandler," Eight and a half hours of aptitude tests, intelligence tests, personality tests... and what do I learn? (he taps the results and reads them) ""You are ideally suited for a career"
S01,E15,Phoebe, That's so great! 'Cause you already know how to do that!
S01,E15,Chandler," Can you believe it? I mean, don't I seem like somebody who should be doing something really cool? You know, I just always pictured myself doing something...something."
S01,E15,Rachel," (comes up and rubs him on the chest) Oh Chandler, I know, I know... oh, hey! You can see your nipples through this shirt!"
S01,E15,Monica," (brings a plate of tiny appetizers over) Here you go, maybe this'll cheer you up."
S01,E15,Chandler," Ooh, you know, I had a grape about five hours ago, so I'd better split this with you."
S01,E15,Monica, It's supposed to be that small. It's a pre-appetizer. The French call it an amouz-bouche.
S01,E15,Chandler, (tastes it) Well.... it is amouz-ing...
S01,E15,Monica," (on phone) Hello? (Listens) Oh, hi Wendy! (Listens) Yeah, eight o'clock. (Listens) What did we say? Ten dollars an hour?... (Listens) OK, great. (Listens) All right, I'll see you"
S01,E15,Phoebe, Ten dollars an hour for what?
S01,E15,Monica," Oh, I asked one of the waitresses at work if she'd help me out."
S01,E15,Rachel, (hurt) Waitressing?
S01,E15,Joey, Uh-oh.
S01,E15,Monica, Well... of course I thought of you! But... but...
S01,E15,Rachel," But, but?"
S01,E15,Monica," But, you see, it's just... this night has to go just perfect, you know? And, well, Wendy's more of a... professional waitress."
S01,E15,Rachel, Oh! I see. And I've sort of been maintaining my amateur status so that I can waitress in the Olympics.
S01,E15,Chandler," You know, I don't mean to brag, but I waited tables at Innsbruck in '76. (dead silence) Amouz-bouche? (holds out tray)"
S01,E15,Ross," OK.... um, a weird thing happened to me on the train this morning..."
S01,E15,Ross," (embarrassed) Wha... what, here?"
S01,E15,Ross, Ah....
S01,E15,Ross, (panicked) Er.... um.....
S01,E15,Ross, Um... uh.... vulva.
S01,E15,Joey, (in disbelief) Vulva?
S01,E15,Ross," Alright, I panicked, alright? She took me by surprise. You know, but it wasn't a total loss. I mean, we ended up cuddling."
S01,E15,Joey, (sarcastic) Whoaa!! You cuddled? How many times??
S01,E15,Ross," Shut up! It was nice. I just... I don't think I'm the dirty-talking kind of guy, you know?"
S01,E15,Joey, What's the big deal? You just say what you want to do to her. Or what you want her to do to you. Or what you think other people might be doing to each other. I'll tell you what. Jus
S01,E15,Ross, (deadpan) Please be kidding.
S01,E15,Joey," Why not? Come on! Just, just close your eyes and tell me what you'd like to be doing right now."
S01,E15,Ross, OK. (closes eyes) I'm in my apartment...
S01,E15,Joey, ....yeah... what else?
S01,E15,Ross," That's it. I'm in my apartment, you're not there, we're not having this conversation. (gets up, walks across room)"
S01,E15,Joey," (walks to catch up to him) Alright, look, I'll start, OK?"
S01,E15,Ross," Joey, please."
S01,E15,Joey," Come on. Come on. Alright, ready, look! (in a low voice) Oh... Ross.... you get me so hot. I want your lips on me now."
S01,E15,Ross, (impressed) Wow.
S01,E15,Joey," Alright, now you say something."
S01,E15,Ross, I... ahem... I really don't think so.
S01,E15,Joey," Come on! You like this woman, right?"
S01,E15,Ross, Yeah.
S01,E15,Joey," You want to see her again, right?"
S01,E15,Ross, Sure.
S01,E15,Joey," Well if you can't talk dirty to me, how're you going to talk dirty to her? Now tell me you want to caress my butt!"
S01,E15,Ross," OK, turn around. (Joey looks taken aback) I just don't want you staring at me when I'm doing this."
S01,E15,Joey," (turning around) Alright, alright. I'm around. Go ahead."
S01,E15,Ross," Ahem... I want.... OK, I want to... feel your... hot, soft skin with my lips."
S01,E15,Joey, There you go! Keep going. Keep going!
S01,E15,Ross," I, er..."
S01,E15,Ross, I want to take my tongue... and...
S01,E15,Ross, ....and....
S01,E15,Joey, Say it... say it!
S01,E15,Ross, ...run it all over your body until you're... trembling with... with...
S01,E15,Chandler, (smiling)....with??
S01,E15,Ross, (rushing to explain) Funny story!
S01,E15,Joey, You're not going to believe this!
S01,E15,Chandler, It's OK. It's OK. I was always rooting for you two kids to get together.
S01,E15,Joey," Hey Chandler, while you were sleeping that guy from your old job called again."
S01,E15,Chandler, Again?
S01,E15,Joey," And again, and again, and again... (phone rings, he answers) Hello? (hands phone to Chandler) And again."
S01,E15,Chandler," (on phone) Hey Mr. Kostelic! How's life on the fifteenth floor? (Listens) Yeah, I miss you too. (Listens) Yeah, it's a lot less satisfying to steal pens from your own home, you"
S01,E15,Chandler, Well?
S01,E15,Phoebe," (excited) Wow! It's huge! It's so much bigger than the cubicle. Oh, this is a cube."
S01,E15,Chandler, Look at this! (he opens the curtain to a view of New York City)
S01,E15,Phoebe, Oh! You have a window!
S01,E15,Chandler, Yes indeedy! (they look outside) With a beautiful view of...
S01,E15,Phoebe, Oh look! That guy's peeing!
S01,E15,Chandler," (walks away from window) OK, that's enough of the view. Check this out, look at this. Sit down, sit down."
S01,E15,Phoebe, (sitting) OK.
S01,E15,Chandler," This is great! (he presses a button on his intercom) Helen, could you come in here for a moment?"
S01,E15,Chandler," Thank you Helen, that'll be all."
S01,E15,Chandler," Last time I do that, I promise."
S01,E15,Monica," (shouting on phone) Wendy, we had a deal! (Listens) Yeah, you promised! Wendy! Wendy! Wendy! (hangs up)"
S01,E15,Rachel, Who was that?
S01,E15,Monica, Wendy bailed. I have no waitress.
S01,E15,Rachel, Oh... that's too bad. Bye bye. (she walks away towards the door)
S01,E15,Monica, Ten dollars an hour.
S01,E15,Rachel, No.
S01,E15,Monica, Twelve dollars an hour.
S01,E15,Rachel," Mon. I wish I could, but I've made plans to walk around."
S01,E15,Monica," You know, Rachel, when you ran out of your wedding, I was there for you. I put a roof over your head, and if that means nothing to you... (Rachel isn't buying it, desperate) twent"
S01,E15,Rachel, Done.
S01,E15,Rachel, Well hello! Welcome to Monica's. May I take your coat?
S01,E15,Monica, Hi Steve!
S01,E15,Monica, (to Steve) This is Rachel.
S01,E15,Phoebe," (overemphasizing) Mmmmmm! Everything smells so delicious! You know, I can't remember a time I smelt such a delicious combination of (Monica signals her to stop) of, OK, smells."
S01,E15,Monica," Oh, thank you. Would you like a tour?"
S01,E15,Rachel, What's up?
S01,E15,Phoebe," (whispers) In the cab, on the way over, Steve blazed up a doobie."
S01,E15,Rachel, What?
S01,E15,Phoebe," Smoked a joint? You know, lit a bone? Weed? Hemp? Ganja?"
S01,E15,Rachel," OK, OK. I'm with you, Cheech. OK."
S01,E15,Rachel," Let me, let me get you some wine!"
S01,E15,Monica," Yeah, I think we're ready for our first course. (Steve sits, Monica brings over a tray) OK, um, these are rot-shrimp ravioli, and celantro pondou sauce... (Steve starts to eat the"
S01,E15,Monica, I'm so glad you liked them!
S01,E15,Monica," Oh, well... um, that's all there are of these. But in about eight and a half minutes, we'll be serving some delicious onion tartlets."
S01,E15,Rachel, Excuse me? Can I help you with anything?
S01,E15,Monica, (joining him and taking the taco shells) You know that? You don't want to spoil your appetite.
S01,E15,Monica," You know, if you just wait another... six and a half minutes..."
S01,E15,Monica," No, we don't. (reaches for box)"
S01,E15,Monica," Why don't you just have a seat here? (he sits at the table, then tries to secretly eat the Gummi-bears. Monica spots him.) OK... give me the Gummi-bears."
S01,E15,Monica, Give them to me.
S01,E15,Monica," No, give me the..."
S01,E15,Monica, (furious) That's it! Dinner is over!
S01,E15,Monica, What?
S01,E15,Monica," Why? It's just that I've waited seven years for an opportunity like this, and you can't even wait four and a half minutes for a stupid onion tartlet?"
S01,E15,Joey, What a tool!
S01,E15,Rachel, You don't want to work for a guy like that.
S01,E15,Ross, Yeah!
S01,E15,Monica," I know... it's just... I thought this was, you know... it."
S01,E15,Ross," Look, you'll get there. You're an amazing chef."
S01,E15,Phoebe, Yeah! You know all those yummy noises? I wasn't faking.
S01,E15,Joey," (to Ross) So, er... how did it go with Celia?"
S01,E15,Ross," Oh, I was unbelievable."
S01,E15,Joey," All right, Ross!"
S01,E15,Ross," I was the James Michener of dirty talk. It was the most elaborate filth you have ever heard. I mean, there were characters, plot lines, themes, a motif... at one point there were vi"
S01,E15,Joey, Whoa! And the... (gestures with hands) huh-huh?
S01,E15,Ross," Well, ahem... you know, by the time we'd finished with all the dirty talk, it was kinda late... and we were both kind of exhausted, so uh..."
S01,E15,Joey, You cuddled.
S01,E15,Ross," Yeah, which was nice."
S01,E15,Phoebe, You guys wanna try and catch a late movie or something?
S01,E15,Rachel," Maybe, but shouldn't we wait for Chandler?"
S01,E15,Joey," Yeah, where the hell is he?"
S01,E15,Chandler," (on phone) Yes, Fran. I know what time it is, but I'm looking at the WENUS and I'm not happy!... (Listens) Oh, really, really, really? Well, let me tell you something... you wil"
S01,E15,Phoebe, How's this? (presses down hard)
S01,E15,Phoebe, Sorry. How about over here? (presses down hard again)
S01,E15,Phoebe," See, that just means it's working. Does this hurt? (presses down elsewhere)"
S01,E15,Phoebe," What about this? (she starts using her elbows on his back, he yells in pain)"
S01,E15,Phoebe, There you go! (She continues to work him over with her elbows and he continues to yell in pain.)
S10,E03,Chandler," So, you and Rachel tonight, huh?"
S10,E03,Joey, Yeah. It's actually our first official date
S10,E03,Chandler, Wow! So tonight may be the night! You're nervous?
S10,E03,Joey," Naa, no. This is the part I'm actually good at."
S10,E03,Chandler, What must it be like not to be crippled by fear and self-loathing.
S10,E03,Joey, (pause) It's OK!
S10,E03,Chandler, How can you be so confident?
S10,E03,Joey," Well, I... I know exactly what I'm gonna do!"
S10,E03,Chandler, Really? Like you have a routine?
S10,E03,Joey," No, no no no no. See. Each woman is different.You have to appreciate their uniqueness."
S10,E03,Chandler, Really?
S10,E03,Joey," No, I do six things! First, I look deep in her eyes. Then, I kiss her. Next I take my hand and I softly graze her thigh."
S10,E03,Chandler, You mean like this? (he starts touching his thigh in a funny and awkard way)
S10,E03,Joey," NO! Not like that, no no. No, like this. (He starts lightly grazing Chandler's thigh)"
S10,E03,Chandler," Oh, I see what you mean, that's quite nice. (They look at each other, both embarassed)"
S10,E03,Joey, More foosball?
S10,E03,Chandler, ...and beer!!
S10,E03,Monica, (entering) Hey!
S10,E03,Chandler,Ross and  Hey!
S10,E03,Monica, (to Chandler) Hey sweetie! (they kiss)
S10,E03,Ross, (looking at Monica's legs) WOW!
S10,E03,Chandler, Hey! Stop staring at my wife's legs! No no! Stop staring at your sister's legs!
S10,E03,Ross," I'm sorry, it's just... how did you get so tan?"
S10,E03,Chandler, She went on one of those spray-on tan places.
S10,E03,Ross," Eh, you got a spray-on tan?"
S10,E03,Monica, Chandler gets pedicures!
S10,E03,Ross," (laughing) Why, why you do, like with the-the toe separators?"
S10,E03,Chandler, (To Monica) Why...why?
S10,E03,Ross," Still, I can't believe that's sprayed on... I mean, it looks really good. I wonder if I should get one!"
S10,E03,Chandler," Sure, then you should get a mini skirt so you can really show it off."
S10,E03,Ross," So, do you get colours or just French tips?"
S10,E03,Monica, There. Here's their card.
S10,E03,Ross," Thanks. (he takes the card) Hey, I know where this place is! It used to be an X-rated video... (pauses when he realizes what he is saying) florist. (he goes away)"
S10,E03,Phoebe, Hey!
S10,E03,Chandler, Hey Pheebs!
S10,E03,Monica, Hey Phoebe!
S10,E03,Phoebe," Oh, you won't believe who moved back to town."
S10,E03,Monica," I know, Amanda! Ah! She called me too! She's the worst!"
S10,E03,Chandler, Who's Amanda?
S10,E03,Monica, She's this girl who used to live in the building before you did. Then she moved to England and she picked up this fake British accent. On the machine this is her message. (she
S10,E03,Chandler, Are you trying to do a British accent?
S10,E03,Monica, (pause) (to Phoebe) Chandler gets pedicures!
S10,E03,Chandler," Just so I know, how many more of those can I expect?"
S10,E03,Phoebe," You know what Amanda said to me when she got me on the phone? (apes Amanda in a british accent) ""Oh, so sorry to catch you on your Mo-Bile!"" If-if you don't wanna get me on my"
S10,E03,Monica," I know, and she's always bragging about all the famous people she's met."
S10,E03,Phoebe," Oh, I know! ""Oh...I slept with Billy Joel"". All right, who hasn't?"
S10,E03,Monica," Oh, what are we gonna do! I don't wanna see her!!"
S10,E03,Phoebe," Ugh, Let's just cut her out!"
S10,E03,Monica, What?
S10,E03,Phoebe, Cut her out of our lives! Just ignore her calls and dodge her 'till she gets the point!
S10,E03,Monica," Oh, I guess we could try that, but... it seems so harsh! (to Chandler) Have you ever done that?"
S10,E03,Chandler," No, had it done to me though. Feels good !"
S10,E03,Ross," Well... I like how you look, what are you?"
S10,E03,Ross," Two, I think a two."
S10,E03,Ross," Spray, count, pat, then turn, spray, count and pat."
S10,E03,Ross," Well, I have a PhD, so... (assistant walk out, not impressed by this statement)"
S10,E03,Ross," One Mississipi, two Mississipi, Three Mis...(the sprayer starts again, spraying him in the face and torso again) WAIT! WAIT! I'm not-I've not finished counting!! (he leaves the"
S10,E03,Ross, You sprayed my front twice!
S10,E03,Ross," No, I barely even got to three Mississippi."
S10,E03,Ross," Mississippilesly? (pause) Well, how bad is it?"
S10,E03,Ross," So, how dark is it gonna get?"
S10,E03,Ross, I'm a four?
S10,E03,Ross, (sarcastically) Really!
S10,E03,Ross, (annoyed) Ok!
S10,E03,Ross," Wait, wait a minute, there's no light on the back wall! How do I know when it's gonna start? Hello? (he slowly turns and the spraying begins, on his face) Ah, oh, ah! (he turns,"
S10,E03,Ross, (hysterically) I'm an eight!
S10,E03,Rachel, Thanks for dinner.
S10,E03,Joey," I thought you paid. (Rachel does not answer and seems puzzled) Ha, guess we won’t be going back there!"
S10,E03,Rachel, So.
S10,E03,Joey, Yeah.
S10,E03,Joey," Hey what do you say, we move this onto the likes of the couch?"
S10,E03,Rachel," I say ‘cheesy line’, but ok."
S10,E03,Joey, What’s the matter?
S10,E03,Rachel," I am sorry, I don’t know, I am sorry, I don’t know why I did that!"
S10,E03,Rachel,Joey and  Okay
S10,E03,Rachel," Ok, so sorry."
S10,E03,Rachel," I am sorry! Again... I don't know, I don’t know what happened, I must be nervous!"
S10,E03,Joey," I don’t get it, Chandler loved it!"
S10,E03,Rachel," Ok, ok, ok. I promise, I promise, I promise, I won’t do it again. I really do. I promise. This is gonna be great."
S10,E03,Joey, Ok.
S10,E03,Joey," (a little giddy) Uh, was that good for you?"
S10,E03,Monica," (to Phoebe) No, no, don’t get it. Let the machine pick up."
S10,E03,Phoebe," Oh, yeah. Could be Rachel asking if someone could baby-sit again."
S10,E03,Monica, It could be Amanda!
S10,E03,Phoebe," Oh, you’re right! I was just kidding about Rachel. Babysitting is a gas!"
S10,E03,Monica, You're from Yonkers! Your last name is Buffo-Martisis!
S10,E03,Phoebe," Ok, don’t hold thy breath!"
S10,E03,Chandler, Hello? Is someone on the line?
S10,E03,Chandler," Hang on, she’s right here. (he enters the living room and hands the phone to Monica) Someone's on the phone, for ya."
S10,E03,Monica," We weren’t picking up, it’s Amanda!"
S10,E03,Chandler, (to Amanda) I get pedicures!
S10,E03,Monica," Hi Amanda! Actually now... it’s... is not a good time. Dinner tomorrow night? (Phoebe mouths 'no') Ok, Phoebe and I will see you then!"
S10,E03,Phoebe," Why, why, why didn’t you just say no!"
S10,E03,Monica," Well, I said 'no' to her coming over now! I couldn’t say 'no' twice! I get this uncontrollable need to please people!"
S10,E03,Phoebe," (leaving) Fine, fine! You would not hold up well under torture!"
S10,E03,Monica, And you would?
S10,E03,Phoebe, I did!
S10,E03,Joey," Rach, you sure you wanna do this?"
S10,E03,Rachel," Absolutely! Absolutely. I d... it’s just a little weird, it’s you, and it’s me, it's just gonna take some getting used to."
S10,E03,Joey," Ok. Well, how, how can we make it easier?"
S10,E03,Rachel," Ok, let’s work from the top down! (Joey nods, but then puzzled because he does not get it) Just work the bra, Joe!"
S10,E03,Joey," Ok, yeah, got it."
S10,E03,Joey,Rachel and  Okay.
S10,E03,Joey, This thing welded shut?!
S10,E03,Rachel, Okay.
S10,E03,Joey," All right, turn around, I got to get a look at this thing."
S10,E03,Rachel, Oh!
S10,E03,Rachel, Ow!
S10,E03,Joey, Sorry!
S10,E03,Rachel, Well this is romantic!
S10,E03,Joey, I'm sorry! (He stands up) This never happened to me before! I'm an expert at taking off bras! I can do it with one hand! I can do it with my eyes closed! One time I just looked
S10,E03,Rachel, It’s a standard issue bra clasp!
S10,E03,Joey, Then I blame you! Yeah! That's right! You threw me off with all your slapping!
S10,E03,Rachel," Ok well, well I'm really, I'm sorry about that Joey, but do you think that maybe on some level, you don't want to take off my bra?"
S10,E03,Joey, (contemplates for a few moments what Rachel just said) NAH! I don't have another level!!
S10,E03,Chandler, Hold on! There is something different.
S10,E03,Ross, I went to that tanning place your wife suggested.
S10,E03,Chandler, Was that place... The Sun?
S10,E03,Ross," Oh! And it gets worse! (Turns his side to Chandler and Monica and pulls up his shirt. There's a distinct line across his body, where his belly is very tanned and his back is ver"
S10,E03,Chandler, Oh My God! You can do a duet of Ebony and Ivory all by yourself!
S10,E03,Monica," How could you mess this up? It's so easy? You go into the booth, you count to five and you turn around!!"
S10,E03,Ross, (looks at her suspiciously) How do you count to five?
S10,E03,Monica, One Two Three...
S10,E03,Ross," (Yells) Damnit! (Goes to the door to leave. Rachel just enters, sees him and starts laughing)"
S10,E03,Rachel, (laughing) oooh! Oh oh!
S10,E03,Ross, (Still yelling) I Know!
S10,E03,Rachel, oh oh! What is up with Miss Hawaiian Tropic?
S10,E03,Chandler, How was your date with Joey?
S10,E03,Rachel," Well, it was good.. until we got back to our apartment, and then we were fooling around and he started to put his hand up my leg and I kept slapping it away!"
S10,E03,Chandler, You didn't like that?
S10,E03,Rachel," Well, it wasn't just me, alright? He freaked out too! He couldn't even undo my bra!"
S10,E03,Monica," Wow, really? One time he just looked at my bra and it popped open."
S10,E03,Rachel," I do not know what's wrong with us, I mean, we have kissed before and that's been great! But this time it was leading somewhere and I was very aware of the fact that it was Jo"
S10,E03,Monica," Well, you guys have been friends forever. Remember the first time that you kissed Ross? How weird that was? You couldn't stop laughing? You got through that."
S10,E03,Rachel," (looking thoughtful) Ok, that's true. That's true, we can do this. You're right, you're right, we can do this. We're just gonna power through!"
S10,E03,Joey, Hey Chandler can I talk to you for a second (points to the hall).
S10,E03,Rachel," (To Joey) No need!! Problem solved, we are powering through (At which point she grabs his hand and pulls him back to their apartment)."
S10,E03,Monica," (sees what he is doing) Chandler, stop! It is not going to pop open!"
S10,E03,Chandler, (without taking his eyes off the bra) You don't know! (Monica just smiles)
S10,E03,Monica, Hey Phoebe!
S10,E03,Phoebe, Hey!
S10,E03,Monica, Is Amanda here yet?
S10,E03,Phoebe, No.
S10,E03,Monica," (sits down) Oh good. Good, look I'm so sorry, for screwing up that cutting-her-out plan. But I have a new plan. Chandler agreed to call here in a few minutes with an emergency"
S10,E03,Phoebe," Oh! Well, what kind of emergency that gets us both out of here?"
S10,E03,Monica," Well, what do you think of Mike and Chandler being in a car accident?"
S10,E03,Phoebe," (makes a face) Are you kidding, I love it!"
S10,E03,Phoebe, Hi!
S10,E03,Monica, Hi!
S10,E03,Monica, (beaming) Yeah! Yeah! His name is Chandler and...
S10,E03,Phoebe, Musty!
S10,E03,Monica, When were we not friends?
S10,E03,Monica," Ehm, we were friends in 1992."
S10,E03,Monica, (To Phoebe) You were going to cut me out?
S10,E03,Phoebe, Well...kinda.
S10,E03,Monica, Oh My God!
S10,E03,Phoebe," Yeah well, in America you're just an ""ass""."
S10,E03,Monica," (Into the phone) Hello? Chandler, what's wrong? (She listens) Oh my God, are you alright? (listens some more) Yeah, I'll be right there. (She hangs up and speaks to Amanda) I'"
S10,E03,Phoebe, (Also gets up and starts taking her purse) Oh my God. Was Mike with him?
S10,E03,Monica, Nope! (She turns and leaves)
S10,E03,Joey, (To Rachel) Hey!
S10,E03,Rachel, Hey! Got champagne?
S10,E03,Joey," Yes ma'am, ready to Power through!"
S10,E03,Rachel," Excellent! Stick it in the ice bucket, the phone is off the hook, and in the interest of powering through (Starts to remove her bra from under her clothes)..."
S10,E03,Joey, Uh! (When she's done she throws her bra at him)
S10,E03,Rachel," Ok (starts to light some candles) Sexy, sexy, very sexy, sexy. (Claps her hands and jumps at Joey, clearly very excited) Alright! Lets do it!"
